,name,rating,number_of_ratings,category,subcategory,brand,price,discount,sold_by,best_seller_rank,best_seller_category,image
0,55 Inch 4K UHD Smart LED TV with Built-in Receiver - UA55DU7000UXEG Black,4.1,231 Ratings,Electronics & Mobiles,Televisions,Samsung,19850.00,9% Off,SMART HOME,Best Seller#6,Televisions,https://f.nooncdn.com/p/pnsku/N70061440V/45/_/1749037441/dcd22fca-6d27-4978-b56c-a10a99fa34ee.jpg?width=800
1,25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug) Black,3.9,1055 Ratings,Electronics & Mobiles,Wall Chargers,Samsung,90.80,,dtechstore,Best Seller#1,Wall Chargers,https://f.nooncdn.com/p/pnsku/N70052822V/45/_/1709793101/5152c98f-80e1-4ab1-a953-76346140ab38.jpg?width=800
2,25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug) Black,3.7,601 Ratings,Electronics & Mobiles,Batteries & Chargers,Samsung,78.00,,Egyptian German,Best Seller#1,Batteries & Chargers,https://f.nooncdn.com/p/v1633869899/N51193935A_1.jpg?width=800
3,Galaxy M34 Dual SIM Silver 8GB RAM 128GB 5G - Middle East Version,4.6,470 Ratings,Electronics & Mobiles,Smartphones,Samsung,9999.00,9% Off,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70050653V/45/_/1709280167/1250c999-24df-415d-b568-e5f4817d7d51.jpg?width=800
4,Galaxy A16 Dual SIM Black 4GB RAM 128GB  4G with free 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),4.6,65 Ratings,Electronics & Mobiles,Smartphones,Samsung,8020.00,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70132544V/45/_/1733197584/a260650e-e9af-4530-9b1b-6d5e81472981.jpg?width=800
5,32-Inch HD Smart TV With Built In Receiver UA32T5300A / UA32T5300AUXEG Black,4.4,1171 Ratings,Electronics & Mobiles,Televisions,Samsung,8799.00,,noon,Best Seller#14,Televisions,https://f.nooncdn.com/p/pnsku/N36660156A/45/_/1749037497/a4b0ef26-10e6-45fb-b3ce-746b914f84b5.jpg?width=800
6,Galaxy A06 4G Dual SIM Black 6GB RAM 128GB - Middle East Version,4.4,574 Ratings,Electronics & Mobiles,Smartphones,Samsung,5899.00,15% Off,noon,Best Seller#28,Smartphones,https://f.nooncdn.com/p/pnsku/N70115329V/45/_/1729857232/d4609ca3-c1b0-49cd-b37d-dfc7b14d811b.jpg?width=800
7,Galaxy A06 4G Dual SIM Black 4GB RAM 128GB - Middle East Version,4.4,2974 Ratings,Electronics & Mobiles,Smartphones,Samsung,5265.95,17% Off,Souq Store,Best Seller#26,Smartphones,https://f.nooncdn.com/p/pnsku/N70102389V/45/_/1726147980/db813de6-aa37-4f19-8208-7e7f6b4e24f8.jpg?width=800
8,"27 Inch LED Monitor with Borderless Design - FreeSync, FHD, IPS, LF27T350FHMXZN , Black",4.4,109 Ratings,Electronics & Mobiles,Monitors,Samsung,5460.00,,Arab Business,Best Seller #5,Monitor Accessories,https://f.nooncdn.com/p/v1638956231/N52093428A_1.jpg?width=800
9,43-Inch Full HD Smart TV With Built In Receiver 43T5300 / UA43T5300AUXEG Black,4.2,483 Ratings,Electronics & Mobiles,Televisions,Samsung,13450.00,,SMART HOME,Best Seller#26,Televisions,https://f.nooncdn.com/p/v1669651353/N36660157A_1.jpg?width=800
10,"Odyssey G5 2K QHD HDR10 VA Panel Technology Curved Gaming Monitor with 165Hz Refresh Rate and AMD FreeSync, 32-Inch Size Black",4.7,56 Ratings,Electronics & Mobiles,Monitors,Samsung,11199.00,,noon,Best Seller#2,Monitor Accessories,https://f.nooncdn.com/p/pnsku/N70082266V/45/_/1721225482/e2de0a0e-017b-4687-a305-215d68b04518.jpg?width=800
11,Galaxy A06 4G Dual SIM Light Blue 4GB RAM 128GB - Middle East Version,4.4,2974 Ratings,Electronics & Mobiles,Smartphones,Samsung,5299.00,16% Off,noon,Best Seller#15,Smartphones,https://f.nooncdn.com/p/pnsku/N70102387V/45/_/1727463789/c8df7bda-ce7f-4e4e-968e-1b688869c7ef.jpg?width=800
12,Super Fast Charging Travel Adapter With USB Type-C To USB Type-C Cable 45W Black,3.7,1457 Ratings,Electronics & Mobiles,Chargers,Samsung,144.90,19% Off,Egyptian German,Best Seller#2,Chargers,https://f.nooncdn.com/p/v1659361494/N43441098A_2.jpg?width=800
13,Galaxy A06 4G Dual SIM Black 4GB RAM 64GB - Middle East Version,4.4,4390 Ratings,Electronics & Mobiles,Smartphones,Samsung,4599.00,17% Off,noon,Best Seller#7,Smartphones,https://f.nooncdn.com/p/pnsku/N70102386V/45/_/1724307432/7cae836d-81c7-4953-aab0-49c643d3da92.jpg?width=800
14,Galaxy S24 Ultra 5G Dual SIM Titanium Gray 12GB RAM 256GB - Middle East Version,4.5,24084 Ratings,Electronics & Mobiles,Smartphones,Samsung,48123.45,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70035206V/45/_/1712239207/3e7c97e2-cf7d-48ee-b324-a5d4aa30efe8.jpg?width=800
15,Galaxy A16 Dual SIM Gray 8GB RAM 256GB  4G with free 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),4.5,212 Ratings,Electronics & Mobiles,Smartphones,Samsung,10684.00,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70132552V/45/_/1733197612/2b2b3557-4693-4022-926d-8484eea9eeeb.jpg?width=800
16,Galaxy A16 Dual SIM Black 8GB RAM 256GB  4G with free 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),4.5,212 Ratings,Electronics & Mobiles,Smartphones,Samsung,10683.95,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70132551V/45/_/1733197607/f08b80c0-0060-4297-9f8e-ca5464c0836f.jpg?width=800
17,Galaxy A06 4G Dual SIM Light Blue 6GB RAM 128GB - Middle East Version,4.4,574 Ratings,Electronics & Mobiles,Smartphones,Samsung,5764.00,17% Off,noon,,,https://f.nooncdn.com/p/pnsku/N70115328V/45/_/1729857232/3c0d36ea-cdbb-46c4-8018-23fd645b325c.jpg?width=800
18,"27""Inch G5 Odyssey QHD 2K Curved Gaming Monitor, HRDR 10, VA Panel, 1ms MPRT, 165Hz with Game Mode, Supports AMD FreeSync, HDMI & DisplayPort | S27CG552EM Black",4.5,51 Ratings,Electronics & Mobiles,Monitors,Samsung,9269.00,,ECC Shop,Best Seller #15,Monitor Accessories,https://f.nooncdn.com/p/pnsku/N70093235V/45/_/1721113381/8034f853-f68d-4a2b-bc95-8b7b912d416c.jpg?width=800
19,Galaxy A16 Dual SIM Gray 6GB RAM 128GB  4G with free 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),4.5,240 Ratings,Electronics & Mobiles,Smartphones,Samsung,8963.00,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70132646V/45/_/1733216471/fafe425a-080f-44b9-9105-11e8287c79a1.jpg?width=800
20,"Smart TV, Crystal UHD, DU7000, 50 Inch, 2024, PurColor, 4K Upscaling, Tizen OS, Q-Symphony (UAE Version) UA50DU7000 Black",4.3,3475 Ratings,Electronics & Mobiles,Televisions,Samsung,17750.00,6% Off,SMART HOME,Best Seller#16,Televisions,https://f.nooncdn.com/p/pnsku/N70089857V/45/_/1747427442/828cb086-8311-42b1-862d-e4f796f4c9fc.jpg?width=800
21,Galaxy A16 Dual SIM Light Green 4GB RAM 128GB  4G with free 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),4.6,65 Ratings,Electronics & Mobiles,Smartphones,Samsung,8020.00,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70132548V/45/_/1733197604/fa3c977b-e4fd-4783-a2fb-e06a8fbba465.jpg?width=800
22,43 Inch 4K UHD Smart LED TV With Built-In Receiver - UA43DU7000UXEG Black,4.6,104 Ratings,Electronics & Mobiles,Televisions,Samsung,14250.00,20% Off,SMART HOME,Best Seller#23,Televisions,https://f.nooncdn.com/p/pnsku/N70068572V/45/_/1714708864/1f4f8593-c77a-4ef0-8497-dcf83eedb490.jpg?width=800
23,Galaxy A36 5G Dual SIM Awesome Black 8GB RAM 256GB - Middle East Version,4.4,500 Ratings,Electronics & Mobiles,Smartphones,Samsung,16888.00,12% Off,noon,,,https://f.nooncdn.com/p/pnsku/N70158922V/45/_/1744647793/f2dcf0b0-9c44-4e70-b9c7-31ffec576cb3.jpg?width=800
24,"Washing Machine With Hygiene Steam, Digital Inverter Technology 1400 RPM - 8 kg 8 kg 930 W WW80T4040CX1AS Silver",4.4,81 Ratings,Home & Kitchen,Washing Machines,Samsung,20749.00,20% Off,elbetar for trading and distribution,Best Seller#37,Washing Machines,https://f.nooncdn.com/p/pnsku/N52778353A/45/_/1740991877/9ea45783-1969-4d21-b2de-efd70161dd5d.jpg?width=800
25,Galaxy A56 5G Dual SIM Awesome Light Gray 8GB RAM 128GB - Middle East Version,4.5,4212 Ratings,Electronics & Mobiles,Smartphones,Samsung,20866.45,,Kanawat for Trading and Distribution,,,https://f.nooncdn.com/p/pnsku/N70158924V/45/_/1744647794/126942d4-553e-4ae3-a1cc-52013cec9340.jpg?width=800
26,65 Inch 4K UHD Smart LED TV with Built-in Receiver - UA65DU7000UXEG Black,4.1,215 Ratings,Electronics & Mobiles,Televisions,Samsung,24990.00,30% Off,SMART HOME,Best Seller#15,Televisions,https://f.nooncdn.com/p/pnsku/N70062935V/45/_/1713330067/424c4aa7-bfd1-4067-8cbc-6e56ed2a730e.jpg?width=800
27,Galaxy Tab S10 FE Gray 12GB RAM 256GB 5G - Middle East Version,4.2,22 Ratings,Electronics & Mobiles,Tablets,Samsung,35950.00,,Original Stores,,,https://f.nooncdn.com/p/pnsku/N70164762V/45/_/1744798151/26a7918e-40e4-48ec-b822-d00af3be9d1d.jpg?width=800
28,Galaxy A56 5G Dual SIM Awesome LightGray 8GB RAM 256GB - International Version,4.5,4212 Ratings,Electronics & Mobiles,Smartphones,Samsung,23531.95,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70165219V/45/_/1743167359/9bb2c71f-f469-4816-a274-36d223c20198.jpg?width=800
29,Galaxy A06 4G Dual SIM Light Blue 4GB RAM 64GB - Middle East Version,4.4,4390 Ratings,Electronics & Mobiles,Smartphones,Samsung,4883.95,12% Off,Dr.Mobile,Best Seller#27,Smartphones,https://f.nooncdn.com/p/pnsku/N70102376V/45/_/1724307502/3825ba42-2fc6-4b96-a4a0-8ee9f7e77aa3.jpg?width=800
30,Galaxy Tab S10 FE Plus Silver 8GB RAM 128GB Wifi - Middle East Version,4.6,8 Ratings,Electronics & Mobiles,Tablets,Samsung,27950.00,,Original Stores,,,https://f.nooncdn.com/p/pnsku/N70164760V/45/_/1744798145/4cdfb270-8eb1-41a7-98fa-91f1ce307f43.jpg?width=800
31,"Wall Charger With USB-C to USB-C Cable, 45 W, Black",3.9,262 Ratings,Electronics & Mobiles,Chargers,Samsung,158.15,9% Off,Egyptian German,Best Seller#4,Chargers,https://f.nooncdn.com/p/v1580462710/N33939793A_1.jpg?width=800
32,55 inch 4K UHD Smart LED TV with Built-in Receiver UA55DU8000 Titan Gray,4.3,3475 Ratings,Electronics & Mobiles,Televisions,Samsung,52975.00,,Beauty store,,,https://f.nooncdn.com/p/pnsku/N70066050V/45/_/1749037312/af766e84-2310-4f09-bbdf-f5cfd14560b3.jpg?width=800
33,Galaxy Buds 3 Pro Silver with Galaxy Ai | Adaptive ANC | Real-Time Interpreter | 24-Bit Hi-Fi Audio | Up to 37H Battery | Ip57 Silver,4.6,2207 Ratings,Electronics & Mobiles,Headphones & Earphones,Samsung,5998.95,,dtechstore,Best Seller#18,Headphones & Earphones,https://f.nooncdn.com/p/pnsku/N70094986V/45/_/1721802750/5a3e0d1c-0c6e-423c-8115-d62e6cc3613b.jpg?width=800
34,Galaxy Tab S10 FE Plus Blue 8GB RAM 128GB Wifi - Middle East Version,5.0,1 Rating,Electronics & Mobiles,Tablets,Samsung,27950.00,,Original Stores,,,https://f.nooncdn.com/p/pnsku/N70196543V/45/_/1753003641/a7754078-894b-4f1f-8612-888283c25a57.jpg?width=800
35,Galaxy Tab S10 FE Plus Gray 12GB RAM 256GB Wifi - Middle East Version,4.6,8 Ratings,Electronics & Mobiles,Tablets,Samsung,32950.00,,Original Stores,,,https://f.nooncdn.com/p/pnsku/N70164756V/45/_/1744798141/34c88a0d-1492-4887-8e10-7728256ac0f7.jpg?width=800
36,Galaxy S24 Ultra 5G Dual SIM Titanium Black 12GB RAM 256GB - Middle East Version,4.5,24084 Ratings,Electronics & Mobiles,Smartphones,Samsung,48132.45,,Dr.Mobile,Best Seller#34,Smartphones,https://f.nooncdn.com/p/pnsku/N70035265V/45/_/1712239189/479179d5-3f20-4b07-96bf-3ae9bca7b58e.jpg?width=800
37,Galaxy Z Fold 7 Dual SIM Blue Shadow 12GB 256GB 5G - Middle East Version,4.7,59 Ratings,Electronics & Mobiles,Smartphones,Samsung,83731.15,11% Off,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70187007V/45/_/1752051267/64551e25-7baa-4c86-884c-74ab84962248.jpg?width=800
38,Galaxy SmartTag2 - Black,4.6,651 Ratings,Electronics & Mobiles,Smart Trackers,Samsung,950.00,17% Off,K&M The Future Makers,Best Seller#2,Bluetooth Trackers,https://f.nooncdn.com/p/pnsku/N70003534V/45/_/1728035781/1ef7ea22-5438-44c2-9683-c73919615e33.jpg?width=800
39,Galaxy Z Fold 7 Dual SIM Jet Black 16GB 1TB 5G - Middle East Version,4.7,59 Ratings,Electronics & Mobiles,Smartphones,Samsung,107998.95,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70187018V/45/_/1752051294/ed76d173-2f5f-4db7-b0f3-c7b4afa38c22.jpg?width=800
40,"Galaxy Watch7 44mm (Middle East Version) Smartwatch, Bluetooth, Sleep Coaching, Fitness Tracker - Silver",4.6,1882 Ratings,Electronics & Mobiles,Smartwatches,Samsung,9230.70,,dtechstore,Best Seller#16,Smartwatches,https://f.nooncdn.com/p/pnsku/N70088717V/45/_/1720543339/a10544f8-e950-453f-a07c-c18561ff8483.jpg?width=800
41,40-Inch Smart Full HD LED TV With Built-In Receiver UA40T5300/UA40T5300AUXEG Black,4.4,1171 Ratings,Electronics & Mobiles,Televisions,Samsung,11799.95,,Tradinggoo,Best Seller#30,Televisions,https://f.nooncdn.com/p/v1668527223/N38098275A_1.jpg?width=800
42,"Galaxy Watch7 44mm (Middle East Version) Smartwatch, Bluetooth, Sleep Coaching, Fitness Tracker - Green",4.6,1882 Ratings,Electronics & Mobiles,Smartwatches,Samsung,9998.95,50% Off,dtechstore,Best Seller#13,Smartwatches,https://f.nooncdn.com/p/pnsku/N70088675V/45/_/1720543339/43cf1c0f-3f71-4a1c-bec2-57395a40bff8.jpg?width=800
43,Galaxy A16 4G Dual SIM Gray 8GB RAM 256GB - Middle East Version,4.4,7540 Ratings,Electronics & Mobiles,Smartphones,Samsung,9999.00,,Kanawat for Trading and Distribution,Best Seller#5,Smartphones,https://f.nooncdn.com/p/pnsku/N70126889V/45/_/1730878367/c4515e6e-871c-4300-bc36-d09caa9a620e.jpg?width=800
44,Galaxy A16 Dual SIM Light Green 6GB RAM 128GB  4G with free 25W Adapter USB-C Super Fast Charging Travel Adapter (EU Plug),4.5,240 Ratings,Electronics & Mobiles,Smartphones,Samsung,8963.00,,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70132550V/45/_/1733197605/a0d91d71-5e16-401a-9cec-ca0e46a3141b.jpg?width=800
45,Galaxy A56 5G Dual SIM Awesome Pink 8GB RAM 128GB - Middle East Version,4.5,4212 Ratings,Electronics & Mobiles,Smartphones,Samsung,19699.00,11% Off,iOS,,,https://f.nooncdn.com/p/pnsku/N70158923V/45/_/1744647792/e83bbaac-02de-49c0-a61b-a066aaaad368.jpg?width=800
46,Galaxy A36 5G Dual SIM Awesome Lavender 8GB RAM 128GB - Middle East Version,4.3,398 Ratings,Electronics & Mobiles,Smartphones,Samsung,15590.85,12% Off,Dr.Mobile,,,https://f.nooncdn.com/p/pnsku/N70158916V/45/_/1744647793/926ff078-f45f-4bf7-b986-67bb19c5f7a8.jpg?width=800
47,Galaxy Z Fold 7 Dual SIM Jet Black 12GB 512GB 5G - Middle East Version,4.7,59 Ratings,Electronics & Mobiles,Smartphones,Samsung,85499.00,13% Off,Simple,,,https://f.nooncdn.com/p/pnsku/N70187012V/45/_/1752051275/b0e279d0-9661-4969-b3f9-e716b171105f.jpg?width=800
48,Galaxy A56 5G Dual SIM Awesome Olive 8GB RAM 128GB - Middle East Version,4.5,4212 Ratings,Electronics & Mobiles,Smartphones,Samsung,20500.00,6% Off,noon,,,https://f.nooncdn.com/p/pnsku/N70158925V/45/_/1744647846/547d7888-6dd1-4254-a28b-ac2b87bf4621.jpg?width=800
